bootstrap_ci_high,bootstrap_ci_low,bootstrap_replicates,ci_is_descriptive_only,dataset,max,mean,median,metric,min,n,sd,variant
0.551983937599163,0.5439744532906496,10000,True,p22,0.5531277995895455,0.5479791954449064,0.5475276784104852,ami,0.5420070047764013,5,0.005070082703284294,C0
0.5087439692938662,0.49215626207474167,10000,True,p22,0.5140548684645311,0.500266843021538,0.4963446263529874,fmi,0.48937947921443403,5,0.01061364282648512,C0
0.5520730049278033,0.5445658849871164,10000,True,p22,0.555303966640214,0.5480426443108055,0.5485389656507333,homogeneity,0.5419171645447053,5,0.004945074719175382,C0
0.5527708986565697,0.544773092659552,10000,True,p22,0.5539189539445792,0.5487719956580609,0.5483191745999677,v_measure,0.5428048863040105,5,0.005063201115868343,C0
0.5411684711109139,0.5201550086678184,10000,True,p22,0.5470931771052644,0.5306617398893663,0.5317281676793009,hungarian_macro_f1,0.5131526100950305,5,0.013698088989961749,C0
0.588841576786806,0.5686578108845403,10000,True,p22,0.5922530176114293,0.5787496938356732,0.5763283109788222,hungarian_weighted_f1,0.5666624375585154,5,0.012688965791812765,C0
0.5857525463104996,0.5595614671911082,10000,True,p22,0.5983844859757261,0.5717603925863307,0.5720755158872008,hungarian_balanced_accuracy,0.554732687443407,5,0.016983205935673217,C0
0.8380940082644628,0.8132435297955632,10000,True,p22,0.8469307307525011,0.8262342322749021,0.8247947477163984,spatial_neighbor_agreement,0.803073347107438,5,0.015864516239224604,C0
0.7932789865805941,0.7638060938955306,10000,True,p22,0.797783884532358,0.781343583164812,0.788641786479763,spatial_cluster_moran_mean,0.7472489655060423,5,0.019803264363964155,C0
0.15075176656246186,0.14018487930297852,10000,True,p22,0.153396874666214,0.14596369564533235,0.1487583965063095,embedding_silhouette,0.1347551941871643,5,0.007127618662262026,C0
